Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Emit_Timestamp
2021-11-23 07:45:19,94.224.67.123,48.6.211.50,4153,38842,ICMP,129,Control,DNS,Quod nostrum eius architecto odio. Sint ex veritatis nostrum animi.,,82.73,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Advik Ravel,Mozilla/5.0 (Windows NT 6.2; ln-CD; rv:1.9.2.20) Gecko/8587-12-04 19:53:51 Firefox/7.0,Segment C,"Alwar, Andhra Pradesh",,Log Data,,Server,2026-03-26 15:15:28
2023-07-01 17:25:29,161.93.93.79,208.192.162.10,43380,40993,TCP,120,Data,HTTP,Quidem eaque hic architecto inventore. Veniam mollitia maiores voluptatum deleniti odio omnis. A eveniet iure quae saepe.,IoC Detected,74.93,,Malware,Known Pattern A,Blocked,High,Gatik Devi,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/52.0.898.0 Safari/531.2",Segment A,"Tiruchirappalli, Mizoram",87.69.93.203,Log Data,Alert Data,Firewall,2026-03-26 15:15:29
2022-10-26 19:35:09,106.169.112.144,114.89.86.221,10174,19045,ICMP,1233,Control,FTP,"Totam quod aliquid cum occaecati nostrum tempore. Tenetur laboriosam voluptatem.
Quisquam quis dolores nemo tempora inventore aut. Facere dolores officia minima.",,55.95,,Intrusion,Known Pattern B,Ignored,High,Zeeshan Badami,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4; rv:1.9.3.20) Gecko/4723-02-11 09:20:31 Firefox/3.8,Segment C,"Bally, Gujarat",130.51.222.98,Log Data,,Firewall,2026-03-26 15:15:29
2023-03-26 21:41:35,200.148.248.82,177.159.50.83,62402,44212,ICMP,1426,Data,FTP,Impedit odit ut harum. At sequi repudiandae veritatis beatae nihil.,,48.66,,Intrusion,Known Pattern B,Blocked,Medium,Nakul Sami,Mozilla/5.0 (Windows NT 5.01; sat-IN; rv:1.9.1.20) Gecko/3297-10-18 02:52:36 Firefox/3.8,Segment C,"Salem, Jharkhand",,,Alert Data,Firewall,2026-03-26 15:15:29
2023-01-20 17:43:54,201.184.176.125,30.69.101.20,48702,47722,TCP,391,Control,DNS,"Animi atque maiores libero. Earum nemo delectus. Praesentium deleniti illo nisi perferendis.
Tempore nostrum fuga aliquam nulla et quae. Aliquam omnis iste praesentium optio dolorem eum.",,56.38,,Malware,Known Pattern B,Ignored,Medium,Tushar Dhingra,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.0),Segment A,"Patna, Arunachal Pradesh",174.13.176.170,,,Server,2026-03-26 15:15:29
2020-12-24 13:31:54,140.4.255.197,29.119.75.5,40841,46293,ICMP,330,Data,FTP,Autem et nesciunt assumenda non facere. Nesciunt asperiores ipsa ea consequatur.,IoC Detected,10.44,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Damini Madan,Opera/8.23.(X11; Linux i686; pl-PL) Presto/2.9.184 Version/12.00,Segment A,"Buxar, Rajasthan",,,Alert Data,Server,2026-03-26 15:15:29
2022-09-22 22:59:01,78.22.225.169,147.107.72.191,3770,11306,TCP,1224,Control,HTTP,Exercitationem tenetur debitis voluptates fugiat. Rem incidunt enim doloremque. Voluptatem laudantium tempore ab provident eum sequi.,IoC Detected,0.62,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Oorja Dar,Opera/8.56.(X11; Linux x86_64; raj-IN) Presto/2.9.182 Version/12.00,Segment B,"Kolhapur, Rajasthan",70.217.116.30,Log Data,,Firewall,2026-03-26 15:15:30
2021-09-06 21:14:27,53.234.163.215,134.68.248.18,10067,6268,ICMP,712,Data,FTP,Maiores assumenda facilis illum consectetur molestias. Exercitationem ducimus officiis illo.,,52.21,Alert Triggered,Malware,Known Pattern A,Logged,High,Zeeshan Vora,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.21.6 (KHTML, like Gecko) Version/5.0 Safari/532.21.6",Segment B,"Panvel, Punjab",63.0.145.48,Log Data,Alert Data,Server,2026-03-26 15:15:30
2021-03-31 00:56:33,43.190.31.189,14.254.71.216,44231,46153,TCP,453,Data,DNS,"Eos nisi error enim harum explicabo voluptatem.
Molestias a at veritatis asperiores. Accusantium rerum in earum. Cupiditate sunt atque omnis vel a.",,82.82,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Saksham Gade,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/28.0.890.0 Mobile/99A187 Safari/536.0",Segment B,"Motihari, Gujarat",,,,Firewall,2026-03-26 15:15:30
2021-01-01 06:51:53,38.119.74.176,219.192.56.140,43349,2040,ICMP,195,Control,HTTP,Esse sed ea mollitia inventore repellendus quis quasi. Unde vel accusantium. Inventore delectus consectetur consectetur molestias.,IoC Detected,78.34,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Dharmajan Handa,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/53.0.806.0 Safari/535.2",Segment A,"Raichur, Karnataka",,,,Firewall,2026-03-26 15:15:30
2022-10-07 21:57:59,35.32.144.81,94.97.211.250,54644,23382,TCP,429,Control,HTTP,Maxime ea ducimus neque debitis odio corporis. Culpa maiores debitis dolor nihil non earum. Debitis necessitatibus quis reprehenderit voluptas.,,77.94,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Kavya Chatterjee,Opera/8.14.(Windows NT 6.1; gez-ER) Presto/2.9.182 Version/12.00,Segment C,"Ujjain, Haryana",,,Alert Data,Firewall,2026-03-26 15:15:30
2020-06-24 02:28:45,124.56.56.77,214.207.112.53,27520,46165,ICMP,1012,Control,DNS,Praesentium maxime debitis non beatae sunt. Expedita maxime incidunt.,IoC Detected,7.92,Alert Triggered,DDoS,Known Pattern B,Logged,High,Purab Ratti,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0),Segment A,"Tirunelveli, West Bengal",,,Alert Data,Firewall,2026-03-26 15:15:31
2021-11-20 19:04:05,44.24.248.235,123.202.3.128,9844,11201,UDP,688,Data,DNS,Rerum veritatis at ullam corporis minus exercitationem. Molestias laboriosam beatae autem illum temporibus. Reiciendis nisi officia amet eveniet animi.,IoC Detected,73.83,Alert Triggered,DDoS,Known Pattern B,Logged,High,Kavya Kohli,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0 rv:2.0; niu-NZ) AppleWebKit/531.47.6 (KHTML, like Gecko) Version/4.0.5 Safari/531.47.6",Segment B,"Davanagere, Uttar Pradesh",,,Alert Data,Firewall,2026-03-26 15:15:31
2023-05-19 19:24:52,10.30.46.180,61.113.164.22,44798,38298,UDP,873,Control,DNS,"Nemo inventore aliquid natus at ratione. Eveniet vel nisi.
Itaque illum soluta nemo ducimus soluta ratione at. Labore corporis asperiores reiciendis in incidunt. Provident culpa dolore at.",IoC Detected,12.0,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Dhanuk Basu,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),Segment A,"Thane, Rajasthan",,Log Data,,Server,2026-03-26 15:15:31
2022-10-19 11:08:45,215.139.160.180,27.75.41.83,37933,26574,ICMP,1188,Data,DNS,Animi cum repudiandae repellendus est unde. Sit excepturi consequatur rerum sit fugiat. Occaecati nihil perferendis voluptate.,,75.53,,Malware,Known Pattern A,Ignored,Medium,Neelofar Raj,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/36.0.802.0 Safari/532.1",Segment C,"Ramgarh, Mizoram",80.30.3.69,Log Data,Alert Data,Server,2026-03-26 15:15:31
2022-07-29 23:36:38,193.43.118.33,96.111.207.120,60695,34094,TCP,598,Data,DNS,"Soluta perspiciatis officiis libero minus explicabo. Optio molestiae quam occaecati.
Deleniti odit omnis rerum. In optio laudantium illo laborum placeat placeat.
Eaque sequi facere et.",IoC Detected,35.59,,Malware,Known Pattern A,Logged,High,Manikya Lal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5 rv:2.0; ja-JP) AppleWebKit/531.6.6 (KHTML, like Gecko) Version/5.1 Safari/531.6.6",Segment A,"Mumbai, Rajasthan",74.117.172.195,,Alert Data,Server,2026-03-26 15:15:31
2021-06-05 14:52:21,57.181.27.61,14.32.203.151,53128,63210,TCP,598,Control,FTP,"Dolore qui corrupti quo ipsam.
Odio nihil consequatur. Rerum cupiditate assumenda molestiae occaecati amet. Commodi ad repellat inventore.
Odit voluptas quo quod fugiat libero. Esse officia sed eos.",,81.68,,Intrusion,Known Pattern A,Ignored,High,Stuvan Bawa,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.8.6 (KHTML, like Gecko) Version/5.1 Safari/531.8.6",Segment C,"Hosur, Maharashtra",,,Alert Data,Firewall,2026-03-26 15:15:32
2021-09-09 04:27:19,72.129.50.213,77.37.99.19,29958,53659,TCP,514,Control,HTTP,In deserunt quasi amet esse molestiae quidem sunt. Nam consequuntur labore error laborum voluptates error dolorem.,,70.58,,Malware,Known Pattern B,Ignored,Medium,Inaaya  Raja,Mozilla/5.0 (Android 5.1; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,Segment C,"Salem, Nagaland",,,,Firewall,2026-03-26 15:15:32
2021-04-16 04:07:14,180.181.62.7,35.238.248.206,47387,23052,TCP,317,Data,DNS,Accusantium quia quos quasi ipsa quos consectetur. Officia possimus ad et doloribus. Tempore maiores quasi mollitia labore.,IoC Detected,57.06,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Kiaan Chahal,Mozilla/5.0 (Android 4.0.1; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,Segment C,"South Dumdum, Mizoram",169.84.242.160,Log Data,,Server,2026-03-26 15:15:32
2022-09-29 05:31:10,130.188.236.81,41.65.179.104,16894,36390,TCP,1273,Control,HTTP,Mollitia temporibus voluptatem consequatur perferendis eligendi suscipit rem. Illo occaecati accusantium minima est.,,30.62,,Malware,Known Pattern B,Logged,High,Mamooty Vora,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6419-07-26 11:57:31 Firefox/3.6.10,Segment A,"Burhanpur, Maharashtra",,Log Data,Alert Data,Firewall,2026-03-26 15:15:32
2022-05-23 12:35:36,117.101.214.115,220.183.216.36,49171,51275,UDP,984,Control,HTTP,"Facere vitae totam. Laboriosam sint nobis magnam placeat.
Mollitia maiores enim dolore.",IoC Detected,71.71,Alert Triggered,Malware,Known Pattern A,Logged,High,Sana Chaudhari,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/23.0.899.0 Mobile/96U815 Safari/535.2",Segment C,"Deoghar, Meghalaya",,Log Data,,Server,2026-03-26 15:15:32
2021-05-27 10:03:17,28.140.66.33,71.199.99.91,23670,60444,UDP,1010,Control,DNS,"Nostrum quo suscipit quisquam explicabo. Eos eveniet asperiores.
Fugiat quam numquam. Maxime quam voluptatum dolorum provident ipsum rem.",,10.87,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Mehul Deshmukh,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.1),Segment B,"Bilaspur, Gujarat",,Log Data,Alert Data,Firewall,2026-03-26 15:15:33
2021-07-27 13:45:45,60.232.166.0,102.132.192.235,44414,3536,ICMP,1181,Data,DNS,"Ipsa facilis eaque nulla quod. Quasi quibusdam facilis aperiam.
Odit ipsam eveniet vitae unde. Praesentium vel natus tenetur asperiores.",,66.05,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Ivana Badal,Opera/9.78.(Windows NT 5.1; nso-ZA) Presto/2.9.186 Version/10.00,Segment C,"Aizawl, West Bengal",,,Alert Data,Server,2026-03-26 15:15:33
2022-01-05 03:10:52,70.214.29.71,58.188.83.124,37209,41062,UDP,1088,Control,FTP,"Hic alias voluptates quae deleniti. Mollitia libero officiis repellat consequuntur quis soluta. Explicabo iste quaerat cumque.
Sunt numquam ea nulla aut. Aliquid sint sunt dolorem.",,74.82,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Bhamini Goel,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),Segment A,"Madanapalle, Manipur",,,,Firewall,2026-03-26 15:15:33
2022-12-04 15:30:11,7.107.107.211,180.217.44.20,53803,35000,UDP,1309,Control,DNS,Impedit voluptate rem qui laudantium dolor. Officia nisi aliquid minus itaque laboriosam.,,16.38,,Malware,Known Pattern B,Blocked,High,Lakshit Chandran,Opera/8.35.(Windows NT 6.2; ur-PK) Presto/2.9.184 Version/10.00,Segment C,"Solapur, Gujarat",,Log Data,,Server,2026-03-26 15:15:33
2023-03-12 08:06:14,143.151.5.206,117.82.248.103,49626,48565,ICMP,571,Data,HTTP,"Nisi eum ad dignissimos magni. Rerum alias laboriosam odit ad consequuntur.
Ex repellendus ad labore sit eos provident. Cupiditate at eaque nobis vero sed.",IoC Detected,6.78,,DDoS,Known Pattern B,Blocked,Low,Saanvi Solanki,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.5.6 (KHTML, like Gecko) Version/4.0 Safari/535.5.6",Segment A,"Eluru, Mizoram",147.209.11.115,,Alert Data,Server,2026-03-26 15:15:33
2022-03-21 09:13:38,64.130.21.5,136.71.28.10,54891,47716,TCP,1414,Data,DNS,Voluptatum quibusdam fugiat unde repellendus placeat sed eligendi. Architecto illo tempora unde consequuntur. Nobis illo quos similique.,,39.51,,Malware,Known Pattern A,Ignored,Medium,Mannat Saran,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.1),Segment C,"Vijayawada, Maharashtra",,,Alert Data,Server,2026-03-26 15:15:34
2023-05-27 09:17:11,192.174.47.64,24.134.125.185,55545,30090,UDP,889,Control,FTP,Officiis ratione cumque consequatur quis. Ut quae quod ullam. Velit expedita quibusdam voluptatem sunt. Officiis mollitia praesentium dolorum.,,40.88,Alert Triggered,Malware,Known Pattern A,Blocked,High,Nirvaan Sant,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/35.0.850.0 Safari/532.1",Segment A,"Thrissur, Madhya Pradesh",,,,Firewall,2026-03-26 15:15:34
2022-12-21 21:22:07,170.192.1.203,196.115.19.195,32629,10957,ICMP,218,Control,FTP,Illum sit eveniet odio voluptatibus error neque. Incidunt accusamus corporis vitae id consequatur inventore. Quidem commodi distinctio quod sequi tenetur fugit.,,59.96,,Intrusion,Known Pattern B,Ignored,High,Zoya Konda,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ta-IN) AppleWebKit/535.41.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.41.3",Segment A,"Guwahati, Manipur",203.254.28.116,Log Data,Alert Data,Firewall,2026-03-26 15:15:34
2023-02-01 10:50:21,61.175.128.65,89.151.204.235,54157,46017,TCP,990,Data,HTTP,Explicabo dicta facere eius tempora. Cumque est dignissimos voluptatibus incidunt neque placeat.,,55.35,,DDoS,Known Pattern A,Logged,Medium,Inaaya  Brar,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/40.0.803.0 Safari/533.0",Segment A,"Ludhiana, Chhattisgarh",,Log Data,,Firewall,2026-03-26 15:15:34
2020-07-05 16:42:00,212.114.50.252,82.171.111.5,50211,55755,ICMP,534,Control,DNS,"Ullam quas vitae cum. Qui voluptatum earum aut rerum. Optio minima omnis molestias.
Quo et porro esse labore. Quas cupiditate illum dolores perspiciatis.",IoC Detected,70.12,,Malware,Known Pattern A,Blocked,Low,Manjari Chakrabarti,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.1),Segment B,"Jalandhar, Bihar",,,Alert Data,Firewall,2026-03-26 15:15:34
2023-10-03 02:07:43,56.155.228.58,110.175.233.35,30302,36537,ICMP,1013,Data,DNS,"Rem maiores optio dicta. Facilis optio porro.
Aliquam quae dolore possimus voluptate adipisci est. At consectetur velit similique.
Expedita ea maxime in. Suscipit maxime laborum eius.",,33.7,,DDoS,Known Pattern A,Blocked,Medium,Kiara Bakshi,Opera/8.79.(Windows NT 10.0; bhb-IN) Presto/2.9.169 Version/11.00,Segment C,"Arrah, Meghalaya",,Log Data,Alert Data,Server,2026-03-26 15:15:35
2021-04-06 13:38:07,93.100.24.213,163.240.195.151,36468,15325,UDP,1145,Data,DNS,"Consectetur repudiandae eveniet culpa ipsam. Asperiores temporibus cumque aperiam quia dolore.
Consequuntur expedita ab corrupti. Esse repellat reprehenderit placeat.",,18.54,,Intrusion,Known Pattern A,Ignored,High,Aradhya Chacko,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; cmn-TW) AppleWebKit/533.48.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.48.2",Segment A,"Kakinada, Maharashtra",86.233.84.159,,,Firewall,2026-03-26 15:15:35
2020-01-04 09:19:45,91.116.23.209,54.235.72.5,53128,44992,ICMP,392,Control,HTTP,"Odit laudantium atque iste saepe. Quibusdam blanditiis facilis placeat.
Quas repellat cupiditate distinctio omnis. Magni aliquam laboriosam magnam quia natus. Numquam iure ratione.",IoC Detected,88.1,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Eshani Choudhary,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.1),Segment C,"Hindupur, Gujarat",7.50.215.117,,Alert Data,Firewall,2026-03-26 15:15:35
2020-07-22 03:02:57,178.189.39.99,2.96.102.96,28633,13424,UDP,783,Data,FTP,Dolore numquam non. Aut suscipit similique veniam asperiores voluptas quibusdam. Id veniam est quisquam nemo minus dolores.,,5.06,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Urvi Agrawal,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.3.20) Gecko/4403-12-31 04:29:35 Firefox/6.0,Segment A,"Mahbubnagar, West Bengal",,Log Data,,Firewall,2026-03-26 15:15:35
2021-09-01 10:32:13,111.222.46.72,137.61.16.201,30260,26032,UDP,329,Control,DNS,"Iusto voluptate fugit tenetur.
Occaecati suscipit fuga occaecati rerum. Eius maxime tempore suscipit maxime. Non maxime eveniet eius nisi ducimus.",,42.55,,DDoS,Known Pattern B,Logged,Low,Anya Madan,Mozilla/5.0 (Windows NT 6.2; fa-IR; rv:1.9.1.20) Gecko/8636-09-01 05:38:43 Firefox/7.0,Segment C,"Dhanbad, Kerala",,Log Data,Alert Data,Server,2026-03-26 15:15:35
2022-06-06 02:41:50,194.122.201.37,106.4.210.137,59580,19378,TCP,913,Control,DNS,Sint ipsa rem distinctio. Earum ea harum nemo. Vero vel natus temporibus deleniti.,,40.02,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Arnav Thakur,Opera/9.39.(Windows NT 4.0; wal-ET) Presto/2.9.162 Version/12.00,Segment A,"Serampore, Kerala",,,Alert Data,Server,2026-03-26 15:15:36
2020-05-23 07:03:48,57.171.78.201,26.30.192.6,50919,48285,TCP,881,Data,HTTP,"Optio et nemo alias explicabo eos ducimus. Ea eum consequuntur eius neque enim iste.
Recusandae veniam officia vero fugiat. Magni sit eaque officiis impedit.",IoC Detected,86.36,,Malware,Known Pattern B,Blocked,High,Farhan Dora,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),Segment B,"Fatehpur, Arunachal Pradesh",3.18.159.143,Log Data,Alert Data,Server,2026-03-26 15:15:36
2022-03-16 08:33:32,38.202.20.231,166.40.145.254,53797,43029,ICMP,205,Data,FTP,Optio hic possimus similique ab odio officia. Eius in quibusdam placeat vel. Omnis repellat consequatur reprehenderit iure quam libero.,IoC Detected,3.66,,DDoS,Known Pattern B,Ignored,Low,Piya Bahri,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/13.9j1165.0 Mobile/36F255 Safari/536.2",Segment B,"Tirupati, Mizoram",4.251.153.51,Log Data,,Firewall,2026-03-26 15:15:36
2020-09-10 15:24:20,46.194.180.121,162.179.206.115,42716,4062,ICMP,96,Data,HTTP,"Distinctio in accusamus. Beatae quaerat aliquid. Sed corporis impedit sed eligendi molestiae totam.
Animi ipsa unde. Distinctio expedita eaque ipsam natus itaque repudiandae. Itaque explicabo dicta.",,35.15,,Intrusion,Known Pattern A,Logged,High,Mahika Barman,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1),Segment C,"Dharmavaram, Madhya Pradesh",,Log Data,Alert Data,Server,2026-03-26 15:15:36
2021-10-09 12:10:41,64.142.127.181,14.32.99.102,16601,11394,UDP,1070,Control,FTP,"Rem velit dignissimos ratione facere vitae modi. Quae suscipit optio.
Quidem soluta labore repudiandae quae illum numquam. Cumque tempora totam consequatur.",,38.59,Alert Triggered,Malware,Known Pattern B,Ignored,High,Parinaaz Bhatt,Mozilla/5.0 (Windows NT 10.0; zh-HK; rv:1.9.2.20) Gecko/9129-09-15 00:09:43 Firefox/6.0,Segment C,"Jodhpur, Manipur",45.51.115.34,,Alert Data,Firewall,2026-03-26 15:15:36
2022-08-12 00:32:31,86.180.2.76,191.234.233.12,30211,61762,TCP,184,Data,DNS,Quod laborum dolores nemo facere. Ipsa eum hic pariatur non praesentium. Labore optio voluptates dolorum perspiciatis maiores nostrum.,,59.77,,DDoS,Known Pattern B,Logged,Low,Jayant Behl,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6985-02-15 23:46:45 Firefox/3.8,Segment C,"Bihar Sharif, Andhra Pradesh",,Log Data,Alert Data,Server,2026-03-26 15:15:37
2021-10-16 17:16:37,59.44.125.92,152.162.160.248,31733,17570,UDP,896,Data,HTTP,Beatae aperiam nobis facilis repellendus temporibus temporibus. Similique sed optio consectetur minus harum.,IoC Detected,20.24,,Intrusion,Known Pattern B,Ignored,Low,Mannat Manne,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; dz-BT) AppleWebKit/531.48.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.48.5",Segment B,"Fatehpur, Madhya Pradesh",12.129.111.148,Log Data,,Firewall,2026-03-26 15:15:37
2022-09-28 21:09:16,79.178.132.116,104.205.149.72,10733,58955,TCP,1064,Control,FTP,Nobis molestiae non error accusantium eaque beatae. Asperiores voluptates sequi itaque nemo. Libero repellat commodi placeat vel dolor eaque.,,53.52,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Vihaan Datta,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ht-HT) AppleWebKit/535.23.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.23.6",Segment C,"Morena, Chhattisgarh",171.0.82.1,Log Data,Alert Data,Firewall,2026-03-26 15:15:37
2021-03-12 12:02:29,118.36.151.41,58.1.196.133,8080,27324,ICMP,458,Control,DNS,Possimus numquam corrupti rerum vitae iste voluptate. Officiis sequi vero esse commodi asperiores laudantium blanditiis. Modi doloribus exercitationem vero voluptatibus eum aut vitae.,,46.19,,Malware,Known Pattern B,Logged,High,Tiya Banik,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),Segment A,"Siliguri, Assam",,Log Data,,Server,2026-03-26 15:15:37
2022-02-22 20:43:27,19.32.58.201,189.93.27.23,41627,24766,TCP,433,Data,HTTP,"Modi aut vitae deleniti dicta sit. Explicabo nemo deleniti modi quidem tempore quibusdam.
Illo quam facere facilis. Magni neque ea expedita laudantium.",,35.4,,DDoS,Known Pattern B,Blocked,Medium,Krish Shankar,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_4 rv:3.0; th-TH) AppleWebKit/533.11.7 (KHTML, like Gecko) Version/4.0.1 Safari/533.11.7",Segment C,"Mysore, Rajasthan",,Log Data,,Server,2026-03-26 15:15:37
2021-04-16 03:07:49,151.193.0.91,34.133.228.110,16141,37205,UDP,1484,Control,DNS,Eligendi consequuntur voluptatum. Adipisci laborum rerum autem nam sapiente. Rerum eos accusantium distinctio cupiditate quia.,IoC Detected,18.07,,Intrusion,Known Pattern A,Blocked,Low,Kiaan Baria,Opera/8.36.(Windows NT 5.2; da-DK) Presto/2.9.182 Version/11.00,Segment B,"Malegaon, Telangana",,,,Firewall,2026-03-26 15:15:38
2021-11-08 12:23:35,176.60.46.42,30.71.46.31,57380,31000,UDP,526,Control,DNS,Laudantium necessitatibus laudantium laborum. Veniam libero minima iste nihil ratione. Reprehenderit et perspiciatis blanditiis. Autem magni similique occaecati.,IoC Detected,29.67,,DDoS,Known Pattern B,Ignored,High,Biju Dhingra,Opera/8.79.(X11; Linux x86_64; aa-DJ) Presto/2.9.186 Version/11.00,Segment B,"Hosur, Meghalaya",157.46.55.201,Log Data,,Firewall,2026-03-26 15:15:38
2023-01-05 12:00:36,38.216.37.17,74.105.233.172,54776,46177,ICMP,1011,Control,FTP,"At quae quaerat labore delectus quod id voluptatibus. Quasi officia ipsum saepe pariatur cupiditate nihil.
Molestias reiciendis eum reiciendis. Eos enim architecto excepturi iusto.",IoC Detected,92.26,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Sahil Bajwa,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/16.7r6614.0 Mobile/83D079 Safari/533.0",Segment A,"Bhusawal, Telangana",,,Alert Data,Firewall,2026-03-26 15:15:38
2022-10-21 04:38:47,211.224.34.28,35.164.222.164,12289,54816,UDP,890,Data,HTTP,Praesentium consequuntur dolores quo quam facilis eveniet similique. Nobis error asperiores recusandae. Nemo totam error id odio.,,93.0,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Prerak Desai,Opera/9.94.(Windows NT 5.0; bho-IN) Presto/2.9.168 Version/11.00,Segment B,"Gulbarga, Mizoram",,Log Data,,Server,2026-03-26 15:15:38
2022-07-31 20:48:57,154.172.91.25,209.220.212.150,7015,40291,ICMP,641,Control,FTP,Aperiam asperiores esse debitis. Cupiditate asperiores totam numquam repellendus vero soluta. Quod id facilis illo.,,95.1,,Malware,Known Pattern A,Ignored,High,Advik Dhingra,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; rv:1.9.2.20) Gecko/9640-07-02 12:15:40 Firefox/9.0,Segment C,"Baranagar, Nagaland",,Log Data,Alert Data,Server,2026-03-26 15:15:38
2022-12-26 07:59:29,212.10.111.39,113.236.7.244,31517,52420,UDP,906,Data,FTP,"Nisi laborum repellendus. Ipsam aliquid explicabo.
Cumque dolore omnis ea eaque cum. Harum amet doloremque rerum. Aut dolor alias fugiat est beatae.",,19.89,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Rhea Sundaram,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3; rv:1.9.5.20) Gecko/2994-06-28 15:35:59 Firefox/3.8,Segment C,"Farrukhabad, Sikkim",,Log Data,,Firewall,2026-03-26 15:15:39
